C:\Users\ausotosh\Desktop\car_data\IMG\center_2020_10_13_10_13_27_876.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\left_2020_10_13_10_13_27_876.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\right_2020_10_13_10_13_27_876.jpg, 0, 0, 0, 7.813094E-05
C:\Users\ausotosh\Desktop\car_data\IMG\center_2020_10_13_10_13_28_186.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\left_2020_10_13_10_13_28_186.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\right_2020_10_13_10_13_28_186.jpg, 0, 0, 0, 7.779769E-05
C:\Users\ausotosh\Desktop\car_data\IMG\center_2020_10_13_10_13_28_296.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\left_2020_10_13_10_13_28_296.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\right_2020_10_13_10_13_28_296.jpg, 0, 0, 0, 7.782597E-05
C:\Users\ausotosh\Desktop\car_data\IMG\center_2020_10_13_10_13_28_522.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\left_2020_10_13_10_13_28_522.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\right_2020_10_13_10_13_28_522.jpg, 0, 0, 0, 7.799019E-05
C:\Users\ausotosh\Desktop\car_data\IMG\center_2020_10_13_10_13_28_628.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\left_2020_10_13_10_13_28_628.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\right_2020_10_13_10_13_28_628.jpg, 0, 0, 0, 7.922164E-05
C:\Users\ausotosh\Desktop\car_data\IMG\center_2020_10_13_10_13_28_764.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\left_2020_10_13_10_13_28_764.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\right_2020_10_13_10_13_28_764.jpg, 0, 0, 0, 7.854222E-05
C:\Users\ausotosh\Desktop\car_data\IMG\center_2020_10_13_10_13_29_016.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\left_2020_10_13_10_13_29_016.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\right_2020_10_13_10_13_29_016.jpg, 0, 0, 0, 7.784307E-05
C:\Users\ausotosh\Desktop\car_data\IMG\center_2020_10_13_10_13_29_121.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\left_2020_10_13_10_13_29_121.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\right_2020_10_13_10_13_29_121.jpg, 0, 0, 0, 7.834957E-05
C:\Users\ausotosh\Desktop\car_data\IMG\center_2020_10_13_10_13_29_249.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\left_2020_10_13_10_13_29_249.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\right_2020_10_13_10_13_29_249.jpg, 0, 0, 0, 7.816944E-05
C:\Users\ausotosh\Desktop\car_data\IMG\center_2020_10_13_10_13_29_358.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\left_2020_10_13_10_13_29_358.jpg, C:\Users\ausotosh\Desktop\car_data\IMG\right_2020_10_13_10_13_29_358.jpg, 0, 0, 0, 7.815788E-05
